Paper_Doi,Citation_Type,Cited_Doi,Year,Title
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28962,2025.0,MAT2A Knockdown Enhances Recombinant Protein Expression in Transgenic CHO Cells Through Regulation of Cell Cycle.
10.1007/s00253-011-3758-5,Forward,10.1038/s42003-025-07596-w,2025.0,Accelerating biopharmaceutical cell line selection with label-free multimodal nonlinear optical microscopy and machine learning
10.1007/s00253-011-3758-5,Forward,10.1002/btm2.10750,2025.0,Investigating the impact of synonymous gene recoding on a recombinantly expressed monoclonal antibody under different process parameters
10.1007/s00253-011-3758-5,Forward,10.1080/10826068.2025.2454335,2025.0,Development of an attenuated glutamine synthetase (GS) selection system for the stable expression of tissue plasminogen activator in CHO-K1 cells.
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2024.1490276,2025.0,Polysorbates degrading enzymes in biotherapeutics – a current status and future perspectives
10.1007/s00253-011-3758-5,Forward,10.3389/fgeed.2024.1522837,2025.0,Genetically modified chickens as bioreactors for protein-based drugs
10.1007/s00253-011-3758-5,Forward,10.1021/acs.jproteome.4c00637,2024.0,Development of an Optimized LC-MS Workflow for Host Cell Protein Characterization to Support Upstream Process Development.
10.1007/s00253-011-3758-5,Forward,10.1016/j.csbj.2024.12.006,2024.0,Identification of cellular signatures associated with chinese hamster ovary cell adaptation for secretion of antibodies
10.1007/s00253-011-3758-5,Forward,10.3390/vaccines12121344,2024.0,Protein Expression Platforms and the Challenges of Viral Antigen Production
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2024.108480,2024.0,Recent advances in culture medium design for enhanced production of monoclonal antibodies in CHO cells: A comparative study of machine learning and systems biology approaches.
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2024.11.009,2024.0,Unraveling productivity-enhancing genes in Chinese hamster ovary cells via CRISPR activation screening using recombinase-mediated cassette exchange system.
10.1007/s00253-011-3758-5,Forward,10.1016/j.bej.2024.109468,2024.0,Ubiquitous chromatin opening element enhance Darbepoetin alfa expression in CHO DG44 cell line
10.1007/s00253-011-3758-5,Forward,10.1016/j.memsci.2024.123488,2024.0,"Mixed Matrix PVDF Microfiltration Membranes with In-situ Synthesized Polyethyleneimine Particles as a Platform for Flow Through, High Capacity, Weak Base and Salt Tolerant Anion Exchange Membrane Adsorbers for Downstream Bioprocessing"
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2024.1414408,2024.0,Procollagen-lysine 2-oxoglutarate 5-dioxygenases are responsible for 5R-hydroxylysine modification of therapeutic T-cell bispecific monoclonal antibodies produced by Chinese hamster ovary cells
10.1007/s00253-011-3758-5,Forward,10.1038/s41598-024-76995-6,2024.0,Optimization of a novel expression system for recombinant protein production in CHO cells
10.1007/s00253-011-3758-5,Forward,10.3390/antib13040082,2024.0,Development of a Mammalian Cell Line for Stable Production of Anti-PD-1
10.1007/s00253-011-3758-5,Forward,10.1007/s12033-024-01288-2,2024.0,Glycoprofile Comparison of the SARS-CoV-2 Spike Proteins Expressed in CHO and HEK Cell Lines.
10.1007/s00253-011-3758-5,Forward,10.1101/2024.09.30.614046,2024.0,Identification of Cellular Signatures Associated with Chinese Hamster Ovary (CHO) Cell Adaptation for Secretion of Antibodies
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2024.10.013,2024.0,A multiscale hybrid modelling methodology for cell cultures enabled by enzyme-constrained dynamic metabolic flux analysis under uncertainty.
10.1007/s00253-011-3758-5,Forward,10.1016/j.nbt.2024.10.003,2024.0,Beyond Viability: Advancing CHO Cell Culture Process Strategies to modulate Host Cell Protein levels.
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2024.10.012,2024.0,Analysis of population heterogeneity in CHO cells by genome-wide DNA methylation analysis and by multi-modal single-cell sequencing.
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-024-13281-5,2024.0,Enhanced ER protein processing gene expression increases rAAV yield and full capsid ratio in HEK293 cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.ijbiomac.2024.135938,2024.0,Application of bacterial-derived long cellulose nanofiber to suspension culture of mammalian cells as a shear protectant.
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2024.09.011,2024.0,Production of recombinant human type I collagen homotrimers in CHO cells and their physicochemical and functional properties.
10.1007/s00253-011-3758-5,Forward,10.5713/ab.24.0372,2024.0,Reduced aggregation of the leghorn male hepatoma cell line in suspension by supplementing dextran sulfate in the media
10.1007/s00253-011-3758-5,Forward,10.1016/j.tibtech.2024.08.004,2024.0,Bioengineering lipid-based synthetic cells for therapeutic protein delivery.
10.1007/s00253-011-3758-5,Forward,10.1016/j.procbio.2024.08.022,2024.0,Scalable bioprocess for the high-yield production of SARS-CoV-2 trimeric spike protein-based immunogen (IMT-CVAX) using suspension CHO cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.pep.2024.106596,2024.0,Strategies for improving expression of Recombinant Human Chorionic Gonadotropin in Chinese Hamster Ovary (CHO) cells.
10.1007/s00253-011-3758-5,Forward,10.1007/s11094-024-03158-2,2024.0,Experimental In Vitro and In Vivo Studies of the Antitumor Activity of New Azoloazine Derivatives for the Treatment of Breast Cancer
10.1007/s00253-011-3758-5,Forward,10.1016/j.mbm.2024.100080,2024.0,Low intensity mechanical signals promote proliferation in a cell-specific manner: Tailoring a non-drug strategy to enhance biomanufacturing yields
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2024.07.008,2024.0,Ala-Cys-Cys-Ala dipeptide dimer alleviates problematic cysteine and cystine levels in media formulations and enhances CHO cell growth and metabolism.
10.1007/s00253-011-3758-5,Forward,10.18502/wkmj.v66i2.16456,2024.0,"Recombinant Protein Expression Optimizing: A Review of S/MAR, STAR, and UCOE, as a Chromatin-Modifying Element"
10.1007/s00253-011-3758-5,Forward,10.1101/2022.11.13.516330,2024.0,Never let me down: new possibilities for lowering serum free cultivation media costs
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28776,2024.0,Chinese hamster ovary cell line engineering strategies for modular production of custom extracellular vesicles.
10.1007/s00253-011-3758-5,Forward,10.31083/j.fbe1602019,2024.0,Komagataella phaffii (Pichia pastoris) as a Powerful Yeast Expression System for Biologics Production.
10.1007/s00253-011-3758-5,Forward,10.1101/2024.05.22.595338,2024.0,Investigating Subpopulation Dynamics in Clonal CHO-K1 Cells with Single-Cell RNA Sequencing
10.1007/s00253-011-3758-5,Forward,10.1007/s12257-024-00105-6,2024.0,Effect of 4-phenylbutyrate addition timing on titer of Fc-fusion protein in Chinese hamster ovary cell cultures
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiosc.2024.05.003,2024.0,Sar1A overexpression in Chinese hamster ovary cells and its effects on antibody productivity and secretion.
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-024-13122-5,2024.0,Enhancing the productivity and proliferation of CHO-K1 cells by oncoprotein YAP (Yes-associated protein)
10.1007/s00253-011-3758-5,Forward,10.1016/j.csbj.2024.04.023,2024.0,Context-dependent genomic locus effects on antibody production in recombinant Chinese hamster ovary cells generated through random integration
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202300505,2024.0,Accelerated generation of gene‐engineered monoclonal CHO cell lines using FluidFM nanoinjection and CRISPR/Cas9
10.1007/s00253-011-3758-5,Forward,10.1002/elsc.202300234,2024.0,Stable overexpression of native and artificial miRNAs for the production of differentially fucosylated antibodies in CHO cells
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3441,2024.0,Simplifying stable CHO cell line generation with high probability of monoclonality by using microfluidic dispensing as an alternative to fluorescence activated cell sorting
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2024.03.002,2024.0,Elucidating uptake and metabolic fate of dipeptides in CHO cell cultures using 13C labeling experiments and kinetic modeling.
10.1007/s00253-011-3758-5,Forward,10.1016/j.synbio.2024.03.011,2024.0,Promoting the production of challenging proteins via induced expression in CHO cells and modified cell-free lysates harboring T7 RNA polymerase and mutant eIF2α
10.1007/s00253-011-3758-5,Forward,10.1016/j.slast.2024.100130,2024.0,DirectedCHO: a new miniaturized directed evolution process for phenotype stability trial test of CHO cells before bioreactor scale-up.
10.1007/s00253-011-3758-5,Forward,10.3390/bioengineering11030242,2024.0,The Humanization and Maturation of an Anti-PrPc Antibody
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3442,2024.0,A deep‐well plate enabled automated high‐throughput cell line development platform
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3435,2024.0,Demonstration of a robust high cell density transient CHO platform yielding mAb titers of up to 2 g/L without medium exchange
10.1007/s00253-011-3758-5,Forward,10.1021/acs.analchem.3c05628,2024.0,Pioneering Just-in-Time (JIT) Strategy for Accelerating Raman Method Development and Implementation for Biologic Continuous Manufacturing.
10.1007/s00253-011-3758-5,Forward,10.1186/s13568-024-01670-y,2024.0,Enhancing protein production and growth in chinese hamster ovary cells through miR-107 overexpression
10.1007/s00253-011-3758-5,Forward,10.1016/j.ab.2024.115494,2024.0,Time-resolved fluoroimmunoassay for Aspergillus detection based on anti-galactomannan monoclonal antibody from stable cell line.
10.1007/s00253-011-3758-5,Forward,10.3390/vaccines12020143,2024.0,Immunogenic and Protective Properties of Recombinant Hemagglutinin of Influenza A (H5N8) Virus
10.1007/s00253-011-3758-5,Forward,10.1021/acssynbio.3c00646,2024.0,Genome-Wide CRISPR/Cas9 Screening Unveils a Novel Target ATF7IP-SETDB1 Complex for Enhancing Difficult-to-Express Protein Production.
10.1007/s00253-011-3758-5,Forward,10.1186/s13036-023-00390-4,2024.0,An ovalbumin fusion strategy to increase recombinant protein secretion in chicken eggs
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202300338,2024.0,Amino acid degradation pathway inhibitory by‐products trigger apoptosis in CHO cells
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202300410,2024.0,"A high‐fidelity, dual site‐specific integration system in CHO cells by a Bxb1 recombinase"
10.1007/s00253-011-3758-5,Forward,10.1089/regen.2023.0027,2024.0,Predicting Potential miRNA Targets for Antibody Glycosylation in CHO Cells Using a Simplified Evaluation Workflow
10.1007/s00253-011-3758-5,Forward,10.30498/ijb.2024.398567.3714,2024.0,Time and Cost-Effective Genome Editing Protocol for Simultaneous Caspase 8 Associated Protein 2 Gene Knock in/out in Chinese Hamster Ovary Cells Using CRISPR-Cas9 System
10.1007/s00253-011-3758-5,Forward,10.1016/j.nbt.2023.12.007,2023.0,In pursuit of a minimal CHO genome: Establishment of large-scale genome deletions.
10.1007/s00253-011-3758-5,Forward,10.1101/2023.11.14.567093,2023.0,AI-Driven Insights into the complexities of Chinese hamster ovary cells death in order to optimize production processes
10.1007/s00253-011-3758-5,Forward,10.3390/bioengineering10121391,2023.0,Triple Space-Time Yield in Discontinuous Antibody Biomanufacturing by Combination of Synergetic Process Intensification Strategies
10.1007/s00253-011-3758-5,Forward,10.18699/VJGB-23-105,2023.0,Analysis of the transcriptional activity of model piggyBac transgenes stably integrated into different loci of the genome of CHO cells in the absence of selection pressure
10.1007/s00253-011-3758-5,Forward,10.1016/j.nbt.2023.12.008,2023.0,Inefficient transcription is a production bottleneck for artificial therapeutic BiTE® proteins.
10.1007/s00253-011-3758-5,Forward,10.3390/ijms242316767,2023.0,CRISPR-Cas9 Mediated Stable Expression of Exogenous Proteins in the CHO Cell Line through Site-Specific Integration
10.1007/s00253-011-3758-5,Forward,10.52711/2231-5691.2023.00050,2023.0,A Review on H3N2 Influenza Virus
10.1007/s00253-011-3758-5,Forward,10.3390/cells12222661,2023.0,Chemical and Genetic Modulation of Complex I of the Electron Transport Chain Enhances the Biotherapeutic Protein Production Capacity of CHO Cells
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202300316,2023.0,Evaluation of expression systems for recombinant protein production in chicken egg bioreactors
10.1007/s00253-011-3758-5,Forward,10.1021/acsami.3c11296,2023.0,Strategy for Nonenzymatic Harvesting of Cells via Decoupling of Adhesive and Disjoining Domains of Nanostructured Stimulus-Responsive Polymer Films
10.1007/s00253-011-3758-5,Forward,10.1016/j.seppur.2023.125162,2023.0,Removal of cell clusters from CHO suspension cultures based on large-particle trapping effect in spiral inertial microfluidics
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28518,2023.0,Transcriptomics and cell painting analysis reveals molecular and morphological features associated with fed‐batch production performance in CHO recombinant clones
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2023.08.006,2023.0,Streamlined in vitro screening system of synthetic signal peptides in Chinese hamster ovary cells for therapeutic protein production.
10.1007/s00253-011-3758-5,Forward,10.1101/2023.07.05.547864,2023.0,Low intensity mechanical signals promote proliferation in a cell-specific manner: Tailoring a non-drug strategy to enhance biomanufacturing yields
10.1007/s00253-011-3758-5,Forward,10.1016/j.tifs.2023.06.031,2023.0,Cell culture medium cycling in cultured meat: Key factors and potential strategies
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2023.1211410,2023.0,A novel hybrid bioprocess strategy addressing key challenges of advanced biomanufacturing
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2023.1198465,2023.0,A versatile genomic transgenesis platform with enhanced λ integrase for human Expi293F cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2023.06.005,2023.0,"A genome-scale dynamic constraint-based modelling (gDCBM) framework predicts growth dynamics, medium composition and intracellular flux distributions in CHO clonal variations."
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28450,2023.0,Precision fermentation with mass spectrometry‐based spent media analysis
10.1007/s00253-011-3758-5,Forward,10.1371/journal.pone.0285971,2023.0,Protein production from HEK293 cell line-derived stable pools with high protein quality and quantity to support discovery research
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28417,2023.0,"Chemical inhibitors of hexokinase‐2 enzyme reduce lactate accumulation, alter glycosylation processing, and produce altered glycoforms in CHO cell cultures"
10.1007/s00253-011-3758-5,Forward,10.3390/ijms24098144,2023.0,CRISPR Technologies in Chinese Hamster Ovary Cell Line Engineering
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2023.05.001,2023.0,Weak promoters to drive selection marker expression: improvement of cell line development process for therapeutic protein production in CHO-K1 cells.
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2023.05.003,2023.0,LncRNA analysis of mAb producing CHO clones reveals marker and engineering potential.
10.1007/s00253-011-3758-5,Forward,10.61186/sjku.28.2.12,2023.0,Bicistronic and Stable Expression of Human Coagulation Factor IX and Enhanced Green Fluorescent Protein in Suspension-Adapted Chinese Hamster Ovary Cells
10.1007/s00253-011-3758-5,Forward,10.1038/s41467-023-38030-6,2023.0,Siglec-6 mediates the uptake of extracellular vesicles through a noncanonical glycolipid binding pocket
10.1007/s00253-011-3758-5,Forward,10.1016/j.xphs.2023.04.008,2023.0,LC/MS Assessment of Glycoform Clearance of a Biotherapeutic mAb in Rabbit Ocular Tissues.
10.1007/s00253-011-3758-5,Forward,10.30498/ijb.2023.343428.3388,2023.0,Efficient CRISPR/Cas9-Mediated BAX Gene Ablation in CHO Cells To Impair Apoptosis and Enhance Recombinant Protein Production
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-023-12459-7,2023.0,"Enhanced cell growth, production, and mAb quality produced in Chinese hamster ovary-K1 cells by supplementing polyamine in the media"
10.1007/s00253-011-3758-5,Forward,10.1007/s10616-023-00571-5,2023.0,Effects of various disaccharide adaptations on recombinant IgA1 production in CHO-K1 suspension cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2023.108141,2023.0,A reflection on the improvement of Chinese Hamster ovary cell-based bioprocesses through advances in proteomic techniques.
10.1007/s00253-011-3758-5,Forward,10.3233/jcb-220084,2023.0,Recent strategies to achieve high production yield of recombinant protein: A review
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2023.1106292,2023.0,Boosting Productivity for Advanced Biomanufacturing by Re-Using Viable Cells
10.1007/s00253-011-3758-5,Forward,10.1007/s11427-022-2264-1,2023.0,Truncated glycoprotein E of varicella-zoster virus is an ideal immunogen for Escherichia coli-based vaccine design
10.1007/s00253-011-3758-5,Forward,10.1016/j.pep.2023.106243,2023.0,Analysis of the in vitro function and internalization ability of a humanized EGFR antibody AE01 expressed by Chinese hamster ovary cells.
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2023.108115,2023.0,Improving recombinant protein production in CHO cells using the CRISPR-Cas system.
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-023-12383-w,2023.0,A comprehensive evaluation of stable expression “hot spot” in the ScltI gene of Chinese hamster ovary cells
10.1007/s00253-011-3758-5,Forward,10.1002/cbin.11994,2023.0,Comparison of the effects of buffalo LIF and mouse LIF on the in vitro culture of buffalo spermatogonia
10.1007/s00253-011-3758-5,Forward,10.30895/2221-996x-2022-450,2023.0,Production and characterisation of a SARSCoV-2 S-protein RBD homodimer with increased avidity for specific antibodies
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2023.01.010,2023.0,A nutrition algorithm to optimize feed and medium composition using genome-scale metabolic models.
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3320,2022.0,A genetic off‐target event in a site‐specific integration cell line expressing monoclonal antibody has no impact on commercial suitability
10.1007/s00253-011-3758-5,Forward,10.1101/2022.12.13.520335,2022.0,Identification of hyperosmotic stress-responsive genes in Chinese hamster ovary cells via genome-wide virus-free CRISPR/Cas9 screening
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202200147,2022.0,Apilimod enhances specific productivity in recombinant CHO cells through cell cycle arrest and mediation of autophagy
10.1007/s00253-011-3758-5,Forward,10.1016/j.talanta.2022.124187,2022.0,Near-infrared spectroscopy based monitoring of all 20 amino acids in mammalian cell culture broth.
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2022.108080,2022.0,"Improving bone morphogenetic protein (BMP) production in CHO cells through understanding of BMP synthesis, signaling and endocytosis."
10.1007/s00253-011-3758-5,Forward,10.5812/ijpr-130236,2022.0,Targeting Caspase-3 Gene in rCHO Cell Line by CRISPR/Cas9 Editing Tool and Its Effect on Protein Production in Manipulated Cell Line
10.1007/s00253-011-3758-5,Forward,10.1007/s43393-022-00147-y,2022.0,Construction of a CHO cell line with site-specific integration to stably express exogenous proteins using the CRISPR–Cas9 technique
10.1007/s00253-011-3758-5,Forward,10.3390/ijms232213697,2022.0,Synthesis of an Anti-CD7 Recombinant Immunotoxin Based on PE24 in CHO and E. coli Cell-Free Systems
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202200237,2022.0,Hierarchical time‐series analysis of dynamic bioprocess systems
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-022-12229-x,2022.0,Effects and mechanisms of animal-free hydrolysates on recombination protein yields in CHO cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2022.10.003,2022.0,In silico Design of CMV Promoter binding Oligonucleotides and their impact on inhibition of gene expression in Chinese Hamster Ovary cells.
10.1007/s00253-011-3758-5,Forward,10.3389/fvets.2022.1006895,2022.0,Development of an indirect ELISA for the identification of African swine fever virus wild-type strains and CD2v-deleted strains
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-022-12123-6,2022.0,Life at the periphery: what makes CHO cells survival talents
10.1007/s00253-011-3758-5,Forward,10.1016/j.copbio.2022.102766,2022.0,The potential of amoeba-based processes for natural product syntheses.
10.1007/s00253-011-3758-5,Forward,10.1016/j.chroma.2022.463385,2022.0,Formation of transient highly-charged mAb clusters strengthens interactions with host cell proteins and results in poor clearance of host cell proteins by protein A chromatography.
10.1007/s00253-011-3758-5,Forward,10.1111/aogs.14404,2022.0,PD‐L1 in gestational trophoblastic disease: an antibody evaluation
10.1007/s00253-011-3758-5,Forward,10.1002/admt.202200018,2022.0,Label‐Free Detection and Translocation Dynamics Study of Single‐Molecule Herceptin Using Solid‐State Nanopores
10.1007/s00253-011-3758-5,Forward,10.1007/s10529-022-03250-1,2022.0,Recent developments in miRNA based recombinant protein expression in CHO
10.1007/s00253-011-3758-5,Forward,10.1002/bit.28128,2022.0,Comprehensive assessment of host cell protein expression after extended culture and bioreactor production of CHO cell lines
10.1007/s00253-011-3758-5,Forward,10.1016/j.seppur.2022.121203,2022.0,Experimental and numerical analysis of Chinese hamster ovary cell viability loss in mini-hydrocyclones
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2022.107978,2022.0,The potential of emerging sub-omics technologies for CHO cell engineering.
10.1007/s00253-011-3758-5,Forward,10.1007/s00253-022-11955-6,2022.0,Development of an in vitro screening system for synthetic signal peptide in mammalian cell-based protein production
10.1007/s00253-011-3758-5,Forward,10.1038/s41598-022-09887-2,2022.0,Engineering and validation of a dual luciferase reporter system for quantitative and systematic assessment of regulatory sequences in Chinese hamster ovary cells
10.1007/s00253-011-3758-5,Forward,10.1080/19420862.2022.2052228,2022.0,Suitability of transiently expressed antibodies for clinical studies: product quality consistency at different production scales
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2022.832065,2022.0,The Effect of microRNA on the Production of Recombinant Protein in CHO Cells and its Mechanism
10.1007/s00253-011-3758-5,Forward,10.3390/molecules27061766,2022.0,Computational Modeling of O-Linked Glycan Biosynthesis in CHO Cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.isci.2022.104074,2022.0,Chromosomal instability drives convergent and divergent evolution toward advantageous inherited traits in mammalian CHO bioproduction lineages
10.1007/s00253-011-3758-5,Forward,10.5187/jast.2022.e15,2022.0,Osteopontin enhances sperm capacitation and in vitro fertilization efficiency in boars
10.1007/s00253-011-3758-5,Forward,10.1002/elsc.202100062,2022.0,Stress‐induced increase of monoclonal antibody production in CHO cells
10.1007/s00253-011-3758-5,Forward,10.1080/21691401.2022.2028284,2022.0,Evaluation of physicochemical and functional similarity of a new CHO derived anti-EGFR antibody P-mAb to its reference medicinal product
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2022.107924,2022.0,How to train your cell - Towards controlling phenotypes by harnessing the epigenome of Chinese hamster ovary production cell lines.
10.1007/s00253-011-3758-5,Forward,10.1007/s11033-022-07182-x,2022.0,The effect of Ccnb1ip1 insulator on monoclonal antibody expression in Chinese hamster ovary cells
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2022.01.001,2022.0,CelloSelect - A synthetic cellobiose metabolic pathway for selection of stable transgenic CHO cell lines.
10.1007/s00253-011-3758-5,Forward,10.1002/9783527827343.ch2,2021.0,Control of Continuous Manufacturing Processes for Production of Monoclonal Antibodies
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3228,2021.0,Bax and Bak knockout apoptosis‐resistant Chinese hamster ovary cell lines significantly improve culture viability and titer in intensified fed‐batch culture process
10.1007/s00253-011-3758-5,Forward,10.1038/s41578-021-00399-5,2021.0,Integrating plant molecular farming and materials research for next-generation vaccines
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2021.774175,2021.0,Advances of Glycometabolism Engineering in Chinese Hamster Ovary Cells
10.1007/s00253-011-3758-5,Forward,10.3389/fbioe.2021.751538,2021.0,Biopharmaceutical-Type Chinese Hamster Ovary Cell Cultivation Under Static Magnetic Field Exposure: A Study of Genotoxic Effect
10.1007/s00253-011-3758-5,Forward,10.1007/978-1-0716-1888-2_2,2021.0,Mammalian Cell Culture as a Platform for Veterinary Vaccines.
10.1007/s00253-011-3758-5,Forward,10.1007/978-3-030-85686-1_14,2021.0,Use of Genome Editing Techniques to Produce Transgenic Farm Animals.
10.1007/s00253-011-3758-5,Forward,10.3390/app112211009,2021.0,Recombinant Human Erythropoietin Production in Chinese Hamster Ovary Cells Is Enhanced by Supplementation of α-Helix Domain of 30Kc19 Protein
10.1007/s00253-011-3758-5,Forward,10.1007/s10616-021-00503-1,2021.0,Effects of ubiquitous chromatin opening element (UCOE) on recombinant anti-TNFα antibody production and expression stability in CHO-DG44 cells
10.1007/s00253-011-3758-5,Forward,10.5772/intechopen.100382,2021.0,Two-Dimensional and Three-Dimensional Cell Culture and Their Applications
10.1007/s00253-011-3758-5,Forward,10.1001/jamanetworkopen.2021.28652,2021.0,Immunogenicity and Safety of a 3-Antigen Hepatitis B Vaccine vs a Single-Antigen Hepatitis B Vaccine
10.1007/s00253-011-3758-5,Forward,10.1016/j.nbt.2021.10.005,2021.0,A blueprint from nature: miRNome comparison of plasma cells and CHO cells to optimize therapeutic antibody production.
10.1007/s00253-011-3758-5,Forward,10.1186/s40643-021-00443-w,2021.0,Applications and analysis of hydrolysates in animal cell culture
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3208,2021.0,"High‐throughput and automation advances for accelerating single‐cell cloning, monoclonality and early phase clone screening steps in mammalian cell line development for biologics production"
10.1007/s00253-011-3758-5,Forward,10.1016/j.jneuroim.2021.577706,2021.0,Overcoming the challenges in diagnosis of AQP4-IgG positive neuromyelitis optica spectrum disorders in resource poor settings using an indigenized and cost effective cell based assay
10.1007/s00253-011-3758-5,Forward,10.1080/10826068.2021.1963981,2021.0,Enhancement of anti-TNFα monoclonal antibody production in CHO cells through the use of UCOE and DHFR elements in vector construction and the optimization of cell culture media
10.1007/s00253-011-3758-5,Forward,10.1016/j.ymben.2022.03.009,2021.0,Harnessing secretory pathway differences between HEK293 and CHO to rescue production of difficult to express proteins
10.1007/s00253-011-3758-5,Forward,10.1016/j.biologicals.2021.07.004,2021.0,"Stable, high yield expression of gp145 Env glycoprotein from HIV-1 in mammalian cells."
10.1007/s00253-011-3758-5,Forward,10.3390/biom11081125,2021.0,High Throughput miRNA Screening Identifies miR-574-3p Hyperproductive Effect in CHO Cells
10.1007/s00253-011-3758-5,Forward,10.1002/elps.202100122,2021.0,Analysis of amino acids in cell culture supernatant using capillary electrophoresis with contactless conductivity detection
10.1007/s00253-011-3758-5,Forward,10.1186/s12896-021-00704-8,2021.0,Mapping the molecular basis for growth related phenotypes in industrial producer CHO cell lines using differential proteomic analysis
10.1007/s00253-011-3758-5,Forward,10.1016/j.jbiotec.2021.06.018,2021.0,Targeted Integration into Pseudo attP Sites of CHO Cells Using CRISPR/Cas9.
10.1007/s00253-011-3758-5,Forward,10.1007/s10529-021-03153-7,2021.0,Differential expression of miRNAs and functional role of mir-200a in high and low productivity CHO cells expressing an Fc fusion protein
10.1007/s00253-011-3758-5,Forward,10.1016/j.neubiorev.2021.06.007,2021.0,"Evolutionary conservations, changes of circadian rhythms and their effect on circadian disturbances and therapeutic approaches"
10.1007/s00253-011-3758-5,Forward,10.1016/J.COCHE.2021.100683,2021.0,Glycome informatics: using systems biology to gain mechanistic insights into glycan biosynthesis
10.1007/s00253-011-3758-5,Forward,10.1002/biot.202100019,2021.0,An integrated modular framework for modeling the effect of ammonium on the sialylation process of monoclonal antibodies produced by CHO cells
10.1007/s00253-011-3758-5,Forward,10.1002/CJCE.24197,2021.0,Recent advances and current challenges in process intensification of cell culture‐based influenza virus vaccine manufacturing
10.1007/s00253-011-3758-5,Forward,10.1007/s11033-021-06456-0,2021.0,Utilization of the human gamma-satellite insulator for the enhancement of anti-PCSK9 monoclonal antibody expression in Chinese hamster ovary cells
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3159,2021.0,"Culturing Chinese hamster ovary cells on cyclo olefin polymer triggers epithelial‐mesenchymal transition and spheroid formation, which increases the foreign gene expression driven by the Moloney murine leukemia virus long terminal repeat promoter"
10.1007/s00253-011-3758-5,Forward,10.1016/j.biotechadv.2021.107757,2021.0,The emerging role of cellular post-translational modifications in modulating growth and productivity of recombinant Chinese hamster ovary cells.
10.1007/s00253-011-3758-5,Forward,10.1002/btpr.3158,2021.0,Genetic rearrangement during site specific integration event facilitates cell line development of a bispecific molecule
10.1007/s00253-011-3758-5,Forward,10.1002/bit.27744,2021.0,A novel hydrogen peroxide evolved CHO host can improve the expression of difficult to express bispecific antibodies
