ID_B,ID_B_Org,ID_Project_Unique,ID_Paper,Year,Year_Perf,Department,Title,DOI,Sem_URL,Journal,Journal_Link,H_Index,Search_Scope,Project_Scope,Project_Scope_Nom,Project_Scope_Avg,Scope_All,Scope_Top_Raw,Scope_Top,Scope_Tree,Exploration,Abstract,Paper_Contribution,Paper_Org_Raw,Paper_Org_ENG,Paper_Org_KR,Paper_Org_Net,Authors,Authors_Nom,Authors_Count,Perf_Time,GDC_Paper,Num_External_Tie_Paper,Avg_Num_External_Tie_Paper,Central_1,Central_5,Central_10,Total_Funding,Gov_Funding,Period_Start,Period_End,Period,Num_Researchers,Ind_Sci_Tech,Industry_6T,RD_Stage,Eco_Soc_Purpose,Project_Net,Project_Net_Type,Num_Organizations,Num_Large_Firm,Num_Medium_Firm,Num_Small_Firm,Num_Univ,Num_RI,Num_Others,Net_Diversity,Net_Stability_Ind,Net_Stability_Org,Net_Incon_Unique,Net_Incon,Net_Incon_Paper,HHI,HHI_Reverse,GDC,Num_External_Ties,Avg_Num_External_Ties,Avg_Blau_Partner,Density_by_Year,Density_Ind,Density_Sci,Density_Ego,Num_Papers,Num_SCI_Papers,Num_Non_SCI_Papers,Num_Patents,Num_Applications,Num_Registrations,Num_Domestic_Patents,Num_Domestic_Applications,Num_Domestic_Registrations,Num_Foreign_Patents,Num_Foreign_Applications,Num_Foreign_Registrations,Num_Perf,SCI_YN,Joint_or_Contract,Project_Phase,Citation_Count,Citation_Weighted,Influential_Citation_Count,Inf_Citation_Weighted
335,2.11E+22,1415169358,22402,2020,2020,22,Inverse association between triglyceride glucose index and muscle mass in Korean adults: 2008-2011 KNHANES,10.1186/s12944-020-01414-4,https://www.semanticscholar.org/paper/ebccbcd2ab91dc875b89ea61dfbff273b64ada73,Lipids in Health and Disease,https://www.scimagojr.com/journalsearch.php?q=14126&tip=sid&clean=0,99,2,5,0.294117647,1.625,"Biochemistry, Genetics and Molecular Biology; Clinical Biochemistry; Endocrinology; Medicine; Biochemistry (medical); Endocrinology, Diabetes and Metabolism","Biochemistry, Genetics and Molecular Biology; Medicine",Biochemistry Genetics and Molecular Biology; Medicine,"Clinical Biochemistry; Endocrinology; Biochemistry (medical); Endocrinology, Diabetes and Metabolism",0.821428571,,100,"연세대학세브란스병원, 강남세브란스병원, 연세대학",Severance Hospital; Gangnam Severance Hospital; Yonsei University College of Medicine,"연세대학세브란스병원, 강남세브란스병원, 연세대학",연세대학; 강남세브란스병원; 연세대학,Sung-Ho Ahn; Jun-Hyuk Lee; Ji-Won Lee,"['sunghoahn', 'junhyuklee', 'jiwonlee']",3,0,0.155241935,77,38.5,0,1,1,1026666000,714000000,2018-09-01,2022-05-31,1368,39,7,2,3,7,"테라젠바이오, 차세대융합기술연구원, 세한대학, 연세대학","[3, 6, 4, 4]",4,0,0,1,2,0,1,0.625,0.179032277,0.403231293,0.666666667,0.423076923,0.333333333,0.706153846,0.293846154,0.010649804,128,32,0.449339206,0.000568465,0.000767868,0.001436307,0.002392939,8,8,0,4,4,0,4,4,0,0,0,0,12,1,1,3,18,8.087921354,1,0.449328964
151,201003013510301B,1425074340,22690,2012,2014,31,Hydrolyzates produced from mackerel Scomber japonicus skin by the pressurized hydrothermal process contain amino acids with antioxidant activities and functionalities,10.1007/s12562-014-0705-2,https://www.semanticscholar.org/paper/3ebc39e6c2671bdbb6fe341c588f2536763d25f4,FISHERIES SCIENCE,https://www.scimagojr.com/journalsearch.php?q=12016&tip=sid&clean=0,169,1,1,0.058823529,1,"Agricultural and Biological Sciences; Aquatic Science; Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Agricultural and Biological Sciences,"Aquatic Science; Ecology, Evolution, Behavior and Systematics",,,100,부경대학,Pukyong National University,부경대학,부경대학,A. Asaduzzaman; B. Chun,"['aasaduzzaman', 'bchun']",2,2,0.018421053,7,7,0,0,0,150667000,75333000,2012-06-01,2014-05-31,729,6,6,2,3,6,"통영산업, 부경대학","[3, 4]",2,0,0,1,1,0,0,0.5,,,0,0,0,1,0,0.00087108,6,3,0.452994874,0.001143385,0.001656497,0.002323214,0.008063745,1,1,0,2,1,1,2,1,1,0,0,0,3,1,1,1,12,1.624023399,0,0
574,4.81E+22,1425087218,22726,2014,2014,31,Tissue Response to Implants of Hyaluronic Acid Hydrogel Prepared by Microbeads,10.1007/s13770-013-1106-9,https://www.semanticscholar.org/paper/64e32f833f3571ca503b480d79eadc984037ae68,TISSUE ENGINEERING AND REGENERATIVE MEDICINE,https://www.scimagojr.com/journalsearch.php?q=10700153301&tip=sid&clean=0,91,3,4,0.235294118,2.5,Engineering; Biomedical Engineering; Materials Science; Biomaterials; Medicine; Medicine (miscellaneous),Materials Science; Medicine; Engineering,Materials Science; Medicine; Engineering,Biomedical Engineering; Biomaterials; Medicine (miscellaneous),1,,100,"선문대학, 셀루메드, 충북보건과학대학, 대림대학","Sunmoon University; Cellumed Co., Ltd.; Chungbuk Health and Science University; Daelim University","선문대학, 셀루메드, 충북보건과학대학, 대림대학",선문대학; 셀루메드; 충북보건과학대학; 대림대학,Jin-tae Kim; D. Lee; Eun-Joong Kim; Ju-woong Jang; N. Cho,"['jintaekim', 'dlee', 'eunjoongkim', 'juwoongjang', 'ncho']",5,0,0.015665796,6,1.5,0,0,0,294000000,210000000,2013-06-20,2015-06-19,729,7,9,2,3,7,"셀루메드, 대림대학, 아주대학","[3, 4, 4]",3,0,0,1,2,0,0,0.444444444,0.076923077,0.142857143,0.571428571,0.5,0.5,0.431629013,0.568370987,0.003798297,29,9.666666667,0.472975178,0.000969273,0.001320527,0.002210434,0.008363971,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,26,3.518717364,0,0
597,4.91E+22,1425105541,22784,2016,2017,31,Approaches for Development of Anti-Obesity Agents Using Natural Compounds and Microbiota Modification,10.1166/SAM.2017.3104,https://www.semanticscholar.org/paper/9b6c97018b6bd2626c247ce1fa42d31bed3997da,SCIENCE OF ADVANCED MATERIALS,https://www.scimagojr.com/journalsearch.php?q=17918&tip=sid&clean=0,117,1,7,0.411764706,1.777777778,Materials Science; Materials Science (miscellaneous),Materials Science,Materials Science,Materials Science (miscellaneous),0.87037037,,33.33333333,"순천향대학, 홍익대학, 성균관대학삼성서울병원, 바이오에프디앤씨",Soonchunhyang University; Hongik University; Sungkyunkwan University; Anti-aging Research Institute of BIO-FD and C Co. Ltd.,"순천향대학, 홍익대학, 성균관대학삼성서울병원, 바이오에프디앤씨",순천향대학; 홍익대학; 성균관대학; 바이오에프디앤씨,See-Hyoung Park; M. Kang; Sewoong Oh; Youngjoo Kim; A. Kulkarni; S. Moh; Jongsung Lee,"['seehyoungpark', 'mkang', 'sewoongoh', 'youngjookim', 'akulkarni', 'smoh', 'jongsunglee']",7,1,0.191066998,77,19.25,1,1,2,1162000000,581000000,2015-09-01,2017-08-31,730,11,10,2,3,7,"코스맥스, 강원대학, 동국대학, 성균관대학","[2, 4, 4, 4]",4,0,1,0,3,0,0,0.375,0.100859333,0.222387566,0.733333333,0.558823529,0.75,0.364603025,0.635396975,0.015817834,182,45.5,0.483871829,0.000550741,0.000733851,0.001190378,0.002251347,9,4,5,22,13,9,14,9,5,8,4,4,31,,2,2,0,0,0,0
597,4.91E+22,1425105541,22786,2016,2017,31,Bioinspired Synthesis of Mesoporous Gold-silica Hybrid Microspheres as Recyclable Colloidal SERS Substrates,10.1038/s41598-017-15225-8,https://www.semanticscholar.org/paper/33b59f62e84ec86f8b949cca0fb8966512513704,SCIENTIFIC REPORTS,https://www.scimagojr.com/journalsearch.php?q=21100200805&tip=sid&clean=0,315,1,7,0.411764706,1.777777778,Multidisciplinary; Multidisciplinary,Multidisciplinary,Multidisciplinary,Multidisciplinary,0.87037037,,25,"한양대학erica캠퍼스, 코스맥스, 한국과학기술원","Hanyang University ERICA Campus; Cosmax Co., Ltd.; Korea Advanced Institute of Science and Technology","한양대학ERICA캠퍼스, 코스맥스, 한국과학기술원",한양대학; 코스맥스; 한국과학기술원,Ho Yeon Son; Kyeong Rak Kim; Jun Bae Lee; Trang Huyen Le Kim; Jihui Jang; Su Ji Kim; M. Yoon; Jin Woong Kim; Y. Nam,"['hoyeonson', 'kyeongrakkim', 'junbaelee', 'tranghuyenlekim', 'jihuijang', 'sujikim', 'myoon', 'jinwoongkim', 'ynam']",9,1,0.163366337,66,22,0,2,2,1162000000,581000000,2015-09-01,2017-08-31,730,11,10,2,3,7,"코스맥스, 강원대학, 동국대학, 성균관대학","[2, 4, 4, 4]",4,0,1,0,3,0,0,0.375,0.100859333,0.222387566,0.733333333,0.558823529,0.666666667,0.364603025,0.635396975,0.015817834,182,45.5,0.483871829,0.000550741,0.000733851,0.001190378,0.002251347,9,4,5,22,13,9,14,9,5,8,4,4,31,,2,2,27,6.658118026,1,0.246596964
497,2.81E+22,1425132208,22987,2019,2019,31,The Effects of Boron Passivation and Re-Oxidation on the Properties of the 4H-SiC/SiO2 Interface,10.3938/JKPS.74.679,https://www.semanticscholar.org/paper/2f0520cdb56f859e33fc4a27ac033e18d7c7650f,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,https://www.scimagojr.com/journalsearch.php?q=28637&tip=sid&clean=0,54,1,2,0.117647059,1,Physics and Astronomy; Physics and Astronomy (miscellaneous),Physics and Astronomy,Physics and Astronomy,Physics and Astronomy (miscellaneous),1,"We investigated the effect of boron passivation and re-oxidation on the properties of the silicon carbide/silicon dioxide interface. Metal-oxide-semiconductor capacitors were fabricated on 4H-silicon carbide substrates and the capacitance-voltage properties were measured. The high-low capacitance-voltage method was used to obtain the interface trap density from the capacitance-voltage curve. Boron passivation is known to be effective in reducing the size of carbon clusters at the silicon-carbide/silicon-dioxide interface. Also re-oxidation is known to be effective in improving the quality of the oxide and reducing the dangling bond set of the silicon-carbide/silicon-dioxide interface. The effect of each boron passivation and re-oxidation method on the silicon carbide/silicon dioxide interface was analyzed by observing the interface trap density obtained from the capacitance-voltage curves. We found that the interface trap density could be significantly improved; the best sample exhibited an interface trap density approximately 51% lower than that of the sample subjected to conventional oxidation via wet oxidation, boron passivation and wet re-oxidation. The interface of each sample was investigated with X-ray photoelectron spectroscopy, based on which we inferred that boron-passivation reduced the size of residue carbon clusters located at the silicon-carbide/silicon-dioxide interface.",50,서강대학,Sogang University,서강대학,서강대학,Chungbu Jeong; Kwangsoo Kim,"['chungbujeong', 'kwangsookim']",2,0,0.043010753,20,20,0,0,1,530000000,290000000,2019-03-01,2020-02-28,364,10,7,2,3,7,"서강대학, 우진엔텍, 퓨쳐켐, 씨에스캠, 아스텔","[4, 3, 3, 3, 3]",5,0,0,4,1,0,0,0.32,0.333333333,1,0,0,0,0.660493827,0.339506173,0.003147954,36,7.2,0.421656839,0.000568799,0.000749399,0.001353861,0.01114475,2,0,2,6,6,0,4,4,0,2,2,0,8,,1,1,2,0.735758882,0,0
420,2.25E+22,1465014195,23093,2013,2013,20,Silibinin inhibits the production of pro-inflammatory cytokines through inhibition of NF-kappa B signaling pathway in HMC-1 human mast cells,10.1007/s00011-013-0640-1,https://www.semanticscholar.org/paper/2195ef1d014b27b3f51155bc295a9b9de7834d04,INFLAMMATION RESEARCH,https://www.scimagojr.com/journalsearch.php?q=22410&tip=sid&clean=0,107,2,4,0.235294118,1.285714286,"Immunology and Microbiology; Immunology; Pharmacology, Toxicology and Pharmaceutics; Pharmacology","Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics",Immunology and Microbiology; Pharmacology Toxicology and Pharmaceutics,Immunology; Pharmacology,0.523809524,,50,"가천대학, 경희대학",Gachon University; Kyung Hee University,"가천대학, 경희대학",가천대학; 경희대학,Beom-Rak Kim; H. Seo; J. Ku; Gyung-jun Kim; C. Jeon; J. Park; B. Jang; Sun-Ju Park; Y. Shin; S. Ko,"['beomrakkim', 'hseo', 'jku', 'gyungjunkim', 'cjeon', 'jpark', 'bjang', 'sunjupark', 'yshin', 'sko']",10,0,0.148734177,47,23.5,0,1,1,200000000,200000000,2011-12-01,2019-11-30,2921,7,7,2,4,4,"경희대학, 메드빌","[4, 3]",2,0,0,1,1,0,0,0.5,0.089860311,0.619047619,0.75,0.3,0.5,0.967750605,0.032249395,0.007836588,61,30.5,0.462049949,0.001025276,0.001459653,0.002219238,0.00438584,7,7,0,0,0,0,0,0,0,0,0,0,7,1,2,3,75,8.310236877,1,0.110803158
413,2.25E+22,1465014449,23099,2013,2013,20,"Comparative Analysis of Human Mesenchymal Stem Cells from Bone Marrow, Adipose Tissue, and Umbilical Cord Blood as Sources of Cell Therapy",10.3390/ijms140917986,https://www.semanticscholar.org/paper/d06769c558f4659e1c30ec51318c32474e26af23,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,https://www.scimagojr.com/journalsearch.php?q=25879&tip=sid&clean=0,269,5,5,0.294117647,5,"Biochemistry, Genetics and Molecular Biology; Molecular Biology; Chemical Engineering; Catalysis; Chemistry; Inorganic Chemistry; Organic Chemistry; Physical and Theoretical Chemistry; Spectroscopy; Computer Science; Computer Science Applications; Medicine; Medicine (miscellaneous)","Medicine; Biochemistry, Genetics and Molecular Biology; Chemistry; Chemical Engineering; Computer Science",Medicine; Biochemistry Genetics and Molecular Biology; Chemistry; Chemical Engineering; Computer Science,Molecular Biology; Catalysis; Inorganic Chemistry; Organic Chemistry; Physical and Theoretical Chemistry; Spectroscopy; Computer Science Applications; Medicine (miscellaneous),,"Various source-derived mesenchymal stem cells (MSCs) have been considered for cell therapeutics in incurable diseases. To characterize MSCs from different sources, we compared human bone marrow (BM), adipose tissue (AT), and umbilical cord blood-derived MSCs (UCB-MSCs) for surface antigen expression, differentiation ability, proliferation capacity, clonality, tolerance for aging, and paracrine activity. Although MSCs from different tissues have similar levels of surface antigen expression, immunosuppressive activity, and differentiation ability, UCB-MSCs had the highest rate of cell proliferation and clonality, and significantly lower expression of p53, p21, and p16, well known markers of senescence. Since paracrine action is the main action of MSCs, we examined the anti-inflammatory activity of each MSC under lipopolysaccharide (LPS)-induced inflammation. Co-culture of UCB-MSCs with LPS-treated rat alveolar macrophage, reduced expression of inflammatory cytokines including interleukin-1α (IL-1α), IL-6, and IL-8 via angiopoietin-1 (Ang-1). Using recombinant Ang-1 as potential soluble paracrine OPEN ACCESS Int. 17987 factor or its small interference RNA (siRNA), we found that Ang-1 secretion was responsible for this beneficial effect in part by preventing inflammation. Our results demonstrate that primitive UCB-MSCs have biological advantages in comparison to adult sources, making UCB-MSCs a useful model for clinical applications of cell therapy.",100,"메디포스트, 울산대학","MEDIPOST Co., Ltd.; University of Ulsan College of Medicine","메디포스트, 울산대학",메디포스트; 울산대학,H. Jin; Y. Bae; Miyeon Kim; Soon-Jae Kwon; Hong Bae Jeon; S. Choi; Seong Who Kim; Yoon-Sun Yang; W. Oh; J. Chang,"['hjin', 'ybae', 'miyeonkim', 'soonjaekwon', 'hongbaejeon', 'schoi', 'seongwhokim', 'yoonsunyang', 'woh', 'jchang']",10,0,0.117088608,37,18.5,0,1,1,4750000000,2750000000,2012-12-18,2017-12-17,1825,12,5,2,3,7,"메디포스트, 중앙대학","[2, 4]",2,0,1,0,1,0,0,0.5,,,0.5,0.5,0.5,0.871581451,0.128418549,0.003725591,29,14.5,0.486557367,0.001025276,0.001459653,0.002219238,0.008160643,1,1,0,2,1,1,2,1,1,0,0,0,3,1,2,2,560,62.04976868,26,2.880882117
411,2.25E+22,1465015131,23111,2013,2015,20,Novel peptides functionally targeting in vivo human lung cancer discovered by in vivo peptide displayed phage screening,10.1007/s00726-014-1852-6,https://www.semanticscholar.org/paper/3e138d9bed62cb26244ca0707f392a9b53bf825e,AMINO ACIDS,https://www.scimagojr.com/journalsearch.php?q=16783&tip=sid&clean=0,141,2,7,0.411764706,2,"Biochemistry, Genetics and Molecular Biology; Biochemistry; Clinical Biochemistry; Chemistry; Organic Chemistry","Chemistry; Biochemistry, Genetics and Molecular Biology",Chemistry; Biochemistry Genetics and Molecular Biology,Biochemistry; Clinical Biochemistry; Organic Chemistry,0.715785303,,16.66666667,"한국원자력의학원, 울산대학",Korea Institute of Radiological and Medical Sciences; University of Ulsan College of Medicine,"한국원자력의학원, 울산대학",한국원자력의학원; 울산대학,Kyoung Jin Lee; Jae Hee Lee; H. Chung; Jinhyang Choi; Jaesook Park; S. Park; E. Ju; J. Park; S. Shin; H. Park; E. Ko; N. Suh; Inki Kim; J. Hwang; S. Song; Seong-Yun Jeong; E. Choi,"['kyoungjinlee', 'jaeheelee', 'hchung', 'jinhyangchoi', 'jaesookpark', 'spark', 'eju', 'jpark', 'sshin', 'hpark', 'eko', 'nsuh', 'inkikim', 'jhwang', 'ssong', 'seongyunjeong', 'echoi']",17,2,0.139240506,44,22,0,1,1,430000000,230000000,2006-12-01,2016-11-30,3652,6,7,2,4,4,"울산대학, 바이오시네틱스","[4, 3]",2,0,0,1,1,0,0,0.5,0.148942317,0.275744918,0.954545455,0.636363636,0.5,0.92866941,0.07133059,0.003468654,27,13.5,0.504670405,0.001025276,0.001459653,0.002219238,0.007518171,19,14,5,0,0,0,0,0,0,0,0,0,19,1,2,8,22,3.636575541,0,0
401,2.21E+22,1465016645,23149,2014,2014,20,"Siansivirga jejunensis sp nov., isolated from seawater of Jeju Island in Korea and emendation of the genus Siansivirga",10.1007/s10482-014-0246-9,https://www.semanticscholar.org/paper/62f5eefebf241cebf71fa13372acbccd468dbfcc,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,https://www.scimagojr.com/journalsearch.php?q=14944&tip=sid&clean=0,121,3,4,0.235294118,2.5,"Biochemistry, Genetics and Molecular Biology; Molecular Biology; Immunology and Microbiology; Microbiology; Medicine; Medicine (miscellaneous)","Biochemistry, Genetics and Molecular Biology; Medicine; Immunology and Microbiology",Biochemistry Genetics and Molecular Biology; Medicine; Immunology and Microbiology,Molecular Biology; Microbiology; Medicine (miscellaneous),1,,100,"살라망카대학, 충북대학, 지에프씨, 한국콜마",Universidad de Salamanca; Chungbuk National University; GFC; Korea Kolmar Corporation,"살라망카대학, 충북대학, 지에프씨, 한국콜마",살라망카대학; 충북대학; 지에프씨; 한국콜마,Ji-Min Park; Sang-Keun Han; Dong-Geol Lee; Heecheol Kang; M. Trujillo; Dong-Kyu Lee,"['jiminpark', 'sangkeunhan', 'donggeollee', 'heecheolkang', 'mtrujillo', 'dongkyulee']",6,0,0.060052219,23,5.75,0,0,0,207000000,140000000,2011-11-01,2015-10-31,1460,5,7,2,3,7,"지에프씨, 아모레퍼시픽","[3, 1]",2,1,0,1,0,0,0,0.5,0.133333333,0.2,0.8,0.666666667,0.75,1,0,0.000130959,1,0.5,0.604348882,0.000969273,0.001320527,0.002210434,0.094202899,2,2,0,1,0,1,1,0,1,0,0,0,3,1,2,4,2,0.270670566,1,0.135335283
401,2.21E+22,1465016649,23150,2014,2014,20,8-hydroxyarctigenin Isolated from Safflower Sprouts Inhibits Melanogenesis of Melan-a Cells and Light Quality during the Sprout Growth Determines the Compound Yield,10.1007/s13580-014-0120-8,https://www.semanticscholar.org/paper/020d3a6251265348d6665285cd11af8e4fe4b440,HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,https://www.scimagojr.com/journalsearch.php?q=21100207006&tip=sid&clean=0,40,2,2,0.117647059,2,"Agricultural and Biological Sciences; Horticulture; Plant Science; Biochemistry, Genetics and Molecular Biology; Biotechnology","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Biochemistry Genetics and Molecular Biology; Agricultural and Biological Sciences,Horticulture; Plant Science; Biotechnology,,,100,"호서대학, 경희대학, 내추럴솔루션","Hoseo University; Kyung Hee University; Naturalsolution Co., Ltd.","호서대학, 경희대학, 내추럴솔루션",호서대학; 경희대학; 내추럴솔루션,M. Chang; Uk-Sun Jung; S. M. Lee; T. Nam; Jong il Park; M. Kang; Dae-Ok Kim; J. Hwang; S. Eom,"['mchang', 'uksunjung', 'smlee', 'tnam', 'jongilpark', 'mkang', 'daeokkim', 'jhwang', 'seom']",9,0,0.096354167,37,12.33333333,0,0,0,200000000,150000000,2010-11-01,2015-10-31,1825,8,7,2,3,7,"내추럴솔루션, 경희대학, 호서대학","[3, 4, 4]",3,0,0,1,2,0,0,0.444444444,,,0,0,0,0.758300781,0.241699219,0.008382449,64,21.33333333,0.466040806,0.000969273,0.001320527,0.002210434,0.004808104,1,1,0,4,3,1,4,3,1,0,0,0,5,1,2,5,2,0.270670566,0,0
401,2.21E+22,1465016758,23153,2014,2016,20,Physicochemical Properties of the Poorly Soluble Isoflavone Class-loaded Hydrocolloid Patch,10.7317/pk.2016.40.3.380,https://www.semanticscholar.org/paper/8703d1db48e92d29757e447a7dddffa3de0543db,POLYMER-KOREA,https://www.scimagojr.com/journalsearch.php?q=144862&tip=sid&clean=0,71,3,5,0.294117647,2,Chemical Engineering; Chemical Engineering (miscellaneous); Chemistry; Chemistry (miscellaneous); Materials Science; Polymers and Plastics,Chemistry; Materials Science; Chemical Engineering,Chemistry; Materials Science; Chemical Engineering,Chemical Engineering (miscellaneous); Chemistry (miscellaneous); Polymers and Plastics,0.833333333,"Genistein and daidzein, phytoestrogens belonging to the isoflavone class, have a role in the treatment and prevention of various cancers, antioxidant and anti-inflammation activity. However, it is difficult to deliver through the skin from applying the emulsion such as cream containing them because these drugs are nearly insoluble in aqueous solutions. In this study, the hydrocolloid patch including poorly soluble drugs such as genistein and daidzein was used as the transdermal drug delivery system (TDDS) to deliver them through the skin. It was confirmed that the patches are helpful for the drugs to be absorb much and more deeply than the cream due to the occlusive effect of patch, which was verified from the porcine skin and the confocal microscopy. The hydrocolloid patch is a better way to deliver the poorly soluble drugs through the skin than the general cosmetics such as emulsion-based cream, and is valuable as effective cosmetics due to its convenient usage.",100,"lg생활건강, 동국대학","LG Household & Health Care; Dongguk University, Seoul","LG생활건강, 동국대학",LG전자; 동국대학,Sun-Hwa Lee; W. Shim; Jong-Seong Ryu; Sun-gyoo Park; C. Lee; Ki-Hyun Kim; S. Jeong; Nae-Kyu Kang,"['sunhwalee', 'wshim', 'jongseongryu', 'sungyoopark', 'clee', 'kihyunkim', 'sjeong', 'naekyukang']",8,2,0.051948052,20,10,0,0,0,270000000,135000000,2010-11-01,2015-10-31,1825,6,7,2,3,7,"엘지생활건강, 가천대학, 동국대학","[1, 4, 4]",3,1,0,0,2,0,0,0.444444444,0.06547619,0.165277778,0.75,0.666666667,0.5,0.474270439,0.525729561,0.008775377,67,22.33333333,0.463657564,0.000969273,0.001320527,0.002210434,0.006797071,4,4,0,25,21,4,25,21,4,0,0,0,29,1,2,5,0,0,0,0
411,2.25E+22,1465017325,23188,2014,2014,20,Antioxidant activity of caffeoyl-prolyl-histidine amide and its effects on PDGF-induced proliferation of vascular smooth muscle cells,10.1007/s00726-014-1834-8,https://www.semanticscholar.org/paper/483808dd9df63c0f08da87cdd8aaae75100f932b,AMINO ACIDS,https://www.scimagojr.com/journalsearch.php?q=16783&tip=sid&clean=0,141,2,4,0.235294118,1.75,"Biochemistry, Genetics and Molecular Biology; Biochemistry; Clinical Biochemistry; Chemistry; Organic Chemistry","Chemistry; Biochemistry, Genetics and Molecular Biology",Chemistry; Biochemistry Genetics and Molecular Biology,Biochemistry; Clinical Biochemistry; Organic Chemistry,0.76659855,,100,"연세대학세브란스병원, 연세대학, 서울대학",Severance Hospital; Yonsei University College of Medicine; Seoul National University,"연세대학세브란스병원, 연세대학, 서울대학",연세대학; 연세대학; 서울대학,Seonyeong Kwak; H. Lee; Jin-Kyoung Yang; E. J. Lee; M. Seo; Yoon-Sik Lee,"['seonyeongkwak', 'hlee', 'jinkyoungyang', 'ejlee', 'mseo', 'yoonsiklee']",6,0,0.402597403,155,77.5,1,1,1,1090000000,590000000,2008-12-01,2018-11-30,3651,6,7,2,4,4,"연세대학, 옵티팜","[4, 2]",2,0,1,0,1,0,0,0.5,0.049540043,0.293001443,0.705882353,0.428571429,0.333333333,0.931122449,0.068877551,0.003666841,28,14,0.452221889,0.000969273,0.001320527,0.002210434,0.003696783,8,8,0,0,0,0,0,0,0,0,0,0,8,1,2,7,4,0.541341133,0,0
413,2.25E+22,1465018497,23202,2015,2016,20,The Pathophysiology of Moyamoya Disease: An Update,,https://www.semanticscholar.org/paper/842912d236e39fcebf4c57478feb2a6ae3e4dbc9,JOURNAL OF STROKE,https://www.scimagojr.com/journalsearch.php?q=4200151402&tip=sid&clean=0,100,2,8,0.470588235,2.307692308,Medicine; Neurology (clinical); Neuroscience; Neurology,Neuroscience; Medicine,Neuroscience; Medicine,Neurology (clinical); Neurology,0.466719001,"Moyamoya disease (MMD) is a unique cerebrovascular disease characterized by the progressive stenosis of large intracranial arteries and a hazy network of basal collaterals called moyamoya vessels. Because the etiology of MMD is unknown, its diagnosis is based on characteristic angiographic findings. Re-vascularization techniques (e.g., bypass surgery) are used to restore perfusion, and are the primary treatment for MMD. There is no specific treatment to prevent MMD progression. This review summarizes the recent advances in MMD pathophysiology, including the genetic and circulating factors related to disease development. Genetic and environmental factors may play important roles in the development of the vascular stenosis and aberrant angiogenesis in complex ways. These factors include the related changes in circulating endothelial/smooth muscle progenitor cells, cytokines related to vascular remodeling and angiogenesis, and endothelium, such as caveolin which is a plasma membrane protein. With a better understanding of MMD pathophysiology, nonsurgical approaches targeting MMD pathogenesis may be available to stop or slow the progression of this disease. The possible strategies include targeting growth factors, retinoic acid, caveolin-1, and stem cells.",100,"universityoftokyo, 서울대학어린이병원, 성균관대학삼성서울병원, 성균관대학삼성서울병원","Graduate School of Medicine; Seoul National University Children's Hospital; Samsung Medical Center, Sungkyunkwan university; SKKU School of Medicine","University of Tokyo, 서울대학어린이병원, 성균관대학삼성서울병원, 성균관대학삼성서울병원",University of Tokyo; 서울대학; 성균관대학; 성균관대학,O. Bang; M. Fujimura; Seung-Ki Kim,"['obang', 'mfujimura', 'seungkikim']",3,1,0.431761787,174,58,2,2,2,230000000,230000000,2014-10-01,2017-09-30,1095,7,7,2,2,11,"삼성서울병원, 파미셀","[6, 3]",2,0,0,1,0,0,1,0.5,0.160359873,0.294884364,0.916666667,0.536585366,0.666666667,0.755102041,0.244897959,0.00069211,7,3.5,0.521518744,0.000623885,0.000835899,0.001287425,0.025925926,13,8,5,3,2,1,3,2,1,0,0,0,16,1,2,2,161,32.5053394,3,0.605689554
